Adaptation time distribution from several runs (with bursts)
parameter values: 
 rho_m_burst: 0.007784255815237953, gamma_m : 0.005, r_p : 0.05, gamma_p: 0.0005, XapR_R: 1, ka : 0.05, kbi: 25.0, kbe: 0.5, kn: 0.00025, c: 1250000.0, chi: 0.8, Ka: 50000.0, Kbi: 500000.0, Kbe: 5000000.0, KxA: 5000000.0, KxI: 500000000.0, expEx: 150, expEc: 150
initial values: 
 mRNA: 0, protein: 0, xanth: 0
adaptation time:
136864.8606
442726.7426
51377.70808
290760.7014
115743.9488
104082.1779
52014.12997
124062.5507
77005.9741
51477.59232
64796.12389
47898.66018
175837.5724
46025.40433
139922.5374
86737.14538
165673.6971
165417.5679
212963.3595
40537.15103
344418.4543
90202.15328
90825.56074
178204.2014
46904.70225
74529.14456
80020.61904
47624.27319
143125.4285
168322.0566
166327.94
144569.9769
69064.62698
73142.44044
140128.6255
139271.9284
322753.462
96475.37916
292659.5647
361315.1563
319907.5879
95362.04786
130605.0535
323436.3486
118319.5166
121724.9905
31077.79742
85277.24766
171546.7767
114814.4715
60600.06127
38911.92964
49052.54378
69819.0724
79475.33927
356286.734
76560.84427
61975.35851
392189.7068
77833.89661
129683.7978
163816.6044
114684.1587
178889.4209
121463.9277
217866.1899
89655.01619
46804.28622
48544.26316
241438.0412
100864.8296
143290.4849
176921.0257
49882.81628
104447.9268
40937.60347
174788.1946
85658.92111
120316.048
279248.5517
84410.28416
104074.1795
36397.87728
180180.5876
107683.7735
161611.9876
332359.3712
64701.84201
78485.7295
91436.09726
131275.9687
152408.6276
107910.0605
55847.32841
129596.1963
66776.87864
310529.5324
127717.9841
238176.2755
70825.44065
65451.60967
197446.1442
55878.92079
221398.4355
122447.6951
121688.9201
60866.88653
197217.8677
75618.92393
71584.46574
279610.1246
103738.8317
92719.27949
166713.789
118540.7382
104040.7966
167644.2193
100844.1078
88141.70437
395262.9088
89475.34989
229604.5331
198850.0634
245651.6615
107058.6655
44291.22701
139165.6954
101225.8429
125716.7739
209658.3383
41787.66095
439142.3633
252157.4573
146573.1252
103380.9397
115542.0378
37258.70137
117314.0081
376144.4654
142446.0614
173948.2115
36580.93844
83854.29427
69529.67067
223594.2352
226389.5073
214982.0269
73205.19018
136404.3299
