Adaptation time distribution from several runs (with bursts)
274972.5348
36152.07102
135534.4639
107838.3867
116993.9601
70092.11955
40588.23256
74588.51638
65876.76393
166611.7566
116302.4367
333869.7022
75994.35833
154507.1843
188373.0078
38422.45677
56069.93862
49832.30318
56893.39916
536264.8842
71438.05617
54441.72893
30607.30627
117138.1119
165489.5031
92766.75667
144540.2284
289746.4726
436699.0629
76522.78114
195705.2926
217185.2273
71494.65119
109940.9579
126828.0445
127695.9659
538573.1724
99079.28501
104169.699
74641.05968
83242.29416
86612.79971
39457.98181
254899.6678
235358.3255
66685.11974
215694.9417
136588.0166
176863.9417
58472.48621
121706.8846
145512.6342
182951.5232
215660.4896
84809.80872
257448.7609
139797.837
36529.21977
70540.87805
140149.8907
207883.1698
38723.19073
130518.8373
133175.5398
74053.89255
70110.22565
199471.7419
143733.8875
46786.15522
136974.9358
58330.58029
311683.7785
198355.4531
316204.0613
198100.2141
293935.4812
361788.1303
118210.4302
126182.8136
99820.01558
201577.1823
380490.9738
142059.1524
172791.5906
64020.26682
492016.6653
62347.67469
68907.27161
145649.0439
110160.7519
132253.9186
74121.42882
37082.06037
225954.3629
79835.7836
152975.6508
87506.54569
60650.90767
41404.08779
166708.6302
245235.4452
138361.6181
64446.00296
136350.1171
69984.94126
175128.4413
79717.80908
262906.292
67261.57606
279808.8518
250562.2722
49663.44138
74711.06217
125670.088
66581.5247
203589.8509
69556.77293
203583.2317
44271.0493
42813.01258
85288.90294
343294.5031
217828.4486
49701.17836
90833.80731
130081.2349
75068.39778
195285.0066
224512.2611
62122.21581
170581.1839
352053.8588
540284.0484
164382.8071
550942.4518
94173.54975
69638.3161
76273.07638
336210.0194
64729.79752
139735.0092
159007.7082
78555.71479
83679.56652
195196.4586
111864.0961
37751.71131
48446.46211
34158.63973
125007.7022
274107.2179
38790.01851
182286.4785
75900.49083
254790.378
75834.55282
91290.33606
91346.52756
65994.55401
85375.54092
58050.96149
56583.47795
189416.928
312729.3282
527299.1687
259151.977
324323.5313
73821.82653
54486.81254
241611.9594
293056.1166
86751.37298
260058.0014
61991.56549
74278.29097
115879.485
564520.7494
49179.68671
675307.0938
175195.5893
32664.24478
93917.60631
266772.5938
79643.69578
74361.76221
109413.7102
48009.98654
69441.19594
287838.319
87402.91363
70322.26574
67777.61638
739223.551
187796.488
91738.71632
94448.65553
105213.6559
314801.2625
47078.38415
326850.3013
53412.17055
105115.3799
92390.83698
197875.4065
335805.0631
155763.6214
123108.0682
118304.5576
195723.8102
87602.89147
93217.1425
269798.9167
150982.0764
82591.36727
209455.1854
161661.7206
195943.1163
155279.3321
30455.40066
234801.8121
81829.77999
176081.513
151843.094
59819.69163
218146.1214
270889.4001
174372.9639
132857.2489
209072.7845
162107.1959
90185.92712
128539.9381
108873.2349
71725.37272
149975.8642
51309.64845
213291.5363
83762.938
44261.48797
461184.1268
233095.6268
137789.1809
79975.17008
263324.1235
131657.8748
76513.01392
108693.4544
192073.3879
109009.3167
172397.01
124518.4378
152782.1398
75679.42973
70255.39784
66045.41009
119879.279
146976.656
75696.3032
66710.64622
131743.056
67872.51432
356676.208
213200.4857
70441.57677
136074.8695
159791.507
129957.6279
41848.573
96444.93463
57776.96425
117101.0414
169385.7125
110432.0887
44571.73074
158183.6771
97689.51939
301733.0145
83497.39782
92543.4273
56906.49955
41317.87136
69098.92617
92284.73765
356105.3447
132832.589
330494.422
118391.2596
99368.62981
109985.5875
708167.7692
173769.9157
354153.843
190839.9533
391530.9238
315453.1245
40107.38387
56942.19978
32950.75021
109136.3905
52070.24912
290897.3837
31692.77495
53111.78886
102807.5989
324622.8153
108371.5073
188728.0839
79518.20568
160075.3501
265513.2461
267712.4386
332847.2987
184699.5229
254734.7385
237261.1718
37301.60747
67781.43049
129555.874
100739.1791
378270.7818
72970.99799
144659.9646
334511.7815
203805.2511
233525.8776
87672.99142
84082.64578
259714.807
217309.1745
40529.11786
75585.61984
104004.9444
60120.24157
229544.8354
264314.2465
172014.3771
60458.02527
134076.0113
284577.1644
40268.13126
135250.3176
256738.4382
147724.6071
127888.9778
76937.1439
58864.26413
269049.4689
323738.3024
159320.6329
244065.7674
67382.83943
98763.56217
62703.5403
141075.5001
101040.8504
297221.5209
77960.12023
284395.2626
49070.88558
83802.24813
219388.3796
144363.307
153635.7938
123411.354
121380.6097
88991.53566
72205.29209
67681.32232
52454.20955
48551.13428
58728.93989
53948.23905
281902.3382
109852.5912
42146.55432
126671.1169
67641.59341
96153.57722
103780.1316
68344.07371
86753.59772
161037.9343
97913.42185
133008.2688
246215.8174
94346.43301
45196.37852
229518.2507
69906.87174
217234.72
117522.0845
70273.60346
91246.27911
169777.1585
118488.3852
54488.46941
77483.42835
131937.2377
260523.2121
86076.51165
79155.89736
116493.1393
665400.976
184928.7924
146978.0141
302223.8524
47390.90289
91597.90783
56100.83756
31454.03013
129006.5144
295033.6076
33000.58041
156186.9987
244040.4839
75335.20274
152838.9505
101874.4596
124617.564
137787.8868
141908.1006
251702.4441
286814.6307
99034.78022
63632.4832
31805.54261
110678.9836
130262.6892
260586.5047
74137.13544
255414.2416
101694.1686
316241.2756
153896.6357
263212.332
239650.4701
82373.35711
274602.8249
62191.40422
54064.94698
148859.0274
122043.0944
36214.05693
448132.5992
96749.64211
117099.1893
102246.7483
150512.0758
86105.61906
125920.6364
135426.4566
88824.54158
82687.74683
79512.55528
73636.796
55945.29458
94721.56539
266361.3089
165901.6766
114643.7543
123562.6835
147324.057
66366.48614
161377.8567
37213.05917
96663.23918
105577.0748
132621.6219
39644.77395
50207.91607
54193.3888
87958.22594
134449.3147
80673.8365
124512.4963
185504.9401
219119.6316
370161.2145
346404.045
547783.0997
123162.6505
163382.0219
54124.73356
145686.6919
842350.1652
49905.72523
40054.23475
232091.6115
243833.7031
160791.2628
74911.93193
193566.8672
75314.08025
182023.0759
118878.3437
107080.5315
163359.936
89240.10894
143517.8235
97713.93046
354587.7955
241796.8694
221816.6177
78842.18237
88031.60277
158181.7998
284771.2395
77268.51768
62302.48729
220870.6275
35291.36468
89577.34994
81502.23903
87142.6886
115696.1907
46195.43243
204156.4974
250307.8766
127664.5412
66653.78274
172138.5675
154766.9307
69064.6064
56791.39795
192635.2628
38951.96995
88720.61225
134155.0989
107974.3523
648171.9838
97231.96793
69646.1693
110718.4234
180785.4732
300287.5496
117411.4746
149038.579
52700.91371
156354.2207
205667.0362
321735.117
106294.1471
66203.26126
79369.98661
254658.3118
435545.2174
204462.9378
172570.0461
220783.5402
173881.9136
60485.28422
425958.126
37982.83783
374621.9626
74737.44163
61986.71291
239077.0302
201547.2144
234368.2621
220119.0622
331379.029
38903.8388
443252.1628
59156.79606
69917.08294
78312.11776
94549.26351
178847.4971
590481.8373
36456.85502
263883.2727
290874.0622
45192.38194
215705.9337
104820.9417
112693.4295
45479.92639
47178.87449
66781.63985
261430.0306
187649.4003
116564.2616
85256.50382
310491.5367
192736.3472
114169.1444
307250.585
244435.5678
193389.9676
81604.4921
59431.49409
277154.2428
488501.9753
226208.7947
44571.55034
78954.27627
29369.05378
110828.6651
154340.1923
147198.2594
135404.1106
58984.84779
85069.3231
95580.17402
80857.01039
133681.9052
42717.85945
123655.8427
136785.6696
112559.5703
172007.4806
182640.9299
52266.22925
35310.87946
196005.7289
109478.3893
26115.41677
267029.8642
73832.74384
231919.8274
152036.22
71850.22036
93367.5505
208640.5261
125307.3186
96261.88101
122378.729
76817.48907
85048.57058
298652.5081
185852.86
169789.2743
192660.5133
194085.0001
64298.61364
160587.3696
81689.76273
55497.81943
99232.06346
114687.2788
101668.2687
48420.22535
72026.78899
183097.2231
138091.8645
214900.5921
199719.3482
156014.1008
133567.7719
177484.4779
109285.8468
384347.6527
75559.91089
128244.5732
215343.6247
68725.91771
32265.05147
76952.29529
33238.33646
74411.9318
63391.45187
48121.75495
147891.0101
143131.4593
82439.76438
80055.79967
185145.7539
70505.4333
114240.6951
126512.9821
182873.0361
411189.3012
82958.8534
0
110431.1802
60827.32533
239644.9634
198739.0822
88204.75171
30439.37758
107947.6782
436957.8687
32276.69399
116764.5711
247772.4366
204022.109
96078.09569
45738.55053
111961.8084
109051.4048
190188.5544
86773.24138
302148.9974
193765.4431
216532.3968
60604.70607
178175.0806
90004.50181
82127.13201
276892.3833
130849.5666
68336.57472
51176.81109
64521.9451
192901.8544
44237.7441
180075.9682
38826.00024
49814.5071
134952.5656
46711.45865
197185.1179
189328.0185
137990.2971
105563.2037
47391.76824
154868.7339
362620.5308
147286.5584
100397.2344
44133.0453
158398.092
99629.38882
382073.3112
167570.7188
110095.089
224762.482
67353.76084
113789.3467
162835.3991
190373.0275
61347.85164
223674.8808
106745.2745
134809.8492
110715.7155
120808.5288
67501.06318
97376.48015
286550.6851
173588.198
49974.31082
166665.0548
232363.0173
133399.2463
112138.4299
271944.4513
38095.10601
90222.78685
127259.7349
46944.34516
118313.8793
45247.53623
151292.2737
37723.42504
191808.6692
189593.1431
181097.8995
89132.54953
71852.32614
95908.01024
47192.95885
195665.731
189370.2238
86715.79882
88520.18507
99355.28923
157613.5524
208599.1785
184977.2308
192065.4241
44123.40346
66903.35772
231169.0744
107111.1554
69200.5405
102160.0283
459298.1614
128226.9422
267214.8947
69362.63171
338733.8932
182116.5716
40703.20126
41602.15814
256388.2346
42528.94167
58426.14609
143965.1597
128829.9718
44369.37149
68322.56148
290147.1086
131912.8671
44185.51064
307049.1622
256977.0262
277361.0203
47165.07714
63600.45461
120524.151
57139.52351
211494.696
196106.5446
136390.0894
105187.1405
169386.7105
41449.77522
57620.02585
159008.4332
25870.09103
118288.8899
110163.0461
186088.2748
211321.4372
38503.41413
165567.8202
75185.64742
267605.1021
150298.8873
228788.8679
128696.0101
92795.16534
179616.3484
48955.98204
96795.63378
82406.52845
59695.18116
89107.41986
124942.5109
117282.6741
170622.7229
202728.5061
192886.1083
117904.444
185081.1963
328072.8753
125306.0912
437535.7803
122224.9731
55453.46456
243056.1981
150580.649
117852.7213
331083.987
106142.4699
165501.8242
81325.71993
86143.28477
129220.931
116796.8778
