Adaptation time distribution from several runs (no bursts)
parameter values: 
 rho_m: 0.025000000000000005, gamma_m : 0.005, r_p : 0.05, gamma_p: 0.0005, XapR_R: 1, ka : 0.05, kbi: 25.0, kbe: 0.5, kn: 0.00025, c: 1250000.0, chi: 0.8, Ka: 50000.0, Kbi: 500000.0, Kbe: 5000000.0, KxA: 5000000.0, KxI: 500000000.0, expEx: 148.4, expEc: 148.5
initial values: 
 mRNA: 0, protein: 0, xanth: 0
adaptation time:
56521.90481
256697.9135
237869.4738
143070.9132
101077.5827
95549.16193
195901.3008
167861.5797
84841.04465
206769.4421
90785.06994
197488.5444
87764.64524
231279.6516
128309.5953
68845.87984
139463.5526
189269.0867
66353.41687
181442.3734
92656.21507
268785.3491
122224.5915
192220.9353
125211.4509
69450.13652
106187.5349
112966.0294
115215.8319
306664.9475
143956.4568
284094.336
332209.6184
244912.3392
57800.10926
238447.1677
344032.7942
202806.6481
235576.2667
254711.878
212994.101
233996.2056
170308.5075
61060.00269
94697.08393
218868.8133
249017.9655
191366.0539
116742.7457
83629.56129
236074.4263
42609.88973
89167.94288
108650.848
101651.4108
108753.6715
110899.0899
166483.9502
82650.6169
251179.4794
94186.37115
54322.36876
404576.3585
155024.5997
195979.8609
87874.23145
118972.4078
284524.5962
62225.40842
127924.5385
76578.12441
200437.075
71987.60007
106947.5649
124836.3499
80878.0872
162301.5494
321335.2617
86665.96077
150411.323
151654.9222
189834.3697
83530.13054
105382.4852
83993.01063
137584.6916
130346.0067
79905.03674
124290.2853
168511.2809
46621.23639
105960.961
318248.4582
456059.1838
58948.34971
66977.6732
150596.1829
445326.1991
98462.7766
136424.3678
262741.7584
296304.0997
217566.6572
156489.6024
173158.6546
62148.97156
71307.47064
76764.57286
163012.3696
87550.70539
76138.01192
117980.7468
131354.1763
187567.3425
77407.09585
335693.2847
57492.40125
76398.00004
110919.4172
102455.4367
98097.557
355817.0093
45010.31017
72818.52022
160964.1415
116120.6615
107131.7293
123017.5009
61589.5892
89276.63309
133116.4969
100550.6909
68614.62533
65788.63932
133013.4913
226961.7575
158454.4936
120819.8103
215149.6273
113643.9267
94306.1448
183263.8441
103977.2932
132263.1736
145065.0654
119711.8844
330267.6128
459834.8158
61257.11795
98261.81545
145438.7251
136468.1434
77951.9038
84426.56413
103698.0858
166443.5789
159783.276
126128.0125
264344.0656
49830.56226
71978.9756
233436.146
63451.66461
154622.0806
147513.1564
73557.35657
212377.182
266619.5275
90574.4421
216865.0102
97205.85947
134802.2069
148265.4404
122077.5448
224205.508
181926.9675
206777.6201
385750.1969
225316.8714
101785.5955
332907.6884
418755.092
158145.9577
99334.19595
206599.9956
84840.5848
136700.7823
93052.65725
59525.52717
95693.95629
98292.97842
418297.2039
113870.7468
105573.5078
108370.685
168786.5527
64411.29177
363856.068
132700.7253
83291.09604
91382.81009
124298.9121
79538.01451
348466.615
124654.9136
174838.7717
130070.0986
67383.26183
266894.1525
71594.78304
169835.884
335188.5799
58822.98003
281083.3149
99508.5514
81642.34551
259208.2265
95442.01703
134863.3172
457403.7515
97328.64462
219763.1137
72427.0966
138209.331
123668.3331
105540.0769
122610.5817
121636.8665
154524.9783
129770.846
97484.66918
161714.5543
140959.5944
112523.5352
328615.2735
152048.3742
145888.4028
184201.5226
94713.816
298380.4657
133685.5616
363392.4097
98103.27812
129588.3279
93944.50542
89072.34124
115213.3852
44557.47346
126301.9174
95460.39787
177094.7397
181136.9237
225666.5578
93658.51658
132218.1798
334399.5814
80873.55013
291806.4814
108678.4211
212308.1061
112803.8052
336126.958
127284.0228
138007.3199
99867.67036
120871.189
150378.5125
273530.7432
252789.3664
53626.38834
80672.89014
112517.3595
126127.1303
392050.8396
100667.0867
92927.83418
98121.84799
340481.5725
92736.97286
158773.3405
140319.3991
220132.4296
99125.76136
93833.9833
366069.8587
178180.5388
85054.06458
69355.89646
215906.1441
214143.3392
86489.18846
193700.3951
123691.1638
393747.5958
116193.8433
84535.98093
204066.812
130350.3838
186160.991
160858.4893
97775.2303
131255.1329
78924.35196
90690.04745
248797.311
141295.794
71634.55444
110648.5232
235473.9024
55078.62799
86903.52314
301078.8714
105705.3711
109860.0346
94806.29866
149988.1434
146337.7303
116302.0241
51219.56544
148277.3126
70727.31629
105404.4232
179704.8557
85894.0553
229356.2278
86139.55083
119341.4173
271508.1798
240511.1227
105439.4846
48625.38302
91814.2837
73107.30965
248094.052
140898.1087
52357.96496
120835.8039
44291.06309
92964.83229
203558.2096
121996.6008
98372.40364
98549.12834
164305.5186
61741.4916
116526.8903
66622.96162
83566.6275
169005.4576
98986.43135
121964.0805
152309.3845
93821.47811
103235.8562
233764.0793
198622.553
451295.1258
447232.5679
89910.11335
213505.7543
138460.7133
114994.3419
86835.06413
256916.528
87110.48291
109714.4971
392875.2631
123194.9287
100341.3202
206859.8859
254347.7409
76944.04547
118770.1657
93567.26868
72495.09658
195984.5645
50763.01784
103152.7152
188927.085
47691.222
260889.6999
99128.35365
232527.5385
99494.97413
152506.6893
222647.0727
193971.6779
113943.1264
161086.7978
166167.4656
245903.6632
74831.23069
396157.0509
294176.3795
65975.54062
151535.2488
75610.27257
335534.5845
94180.83342
77052.15578
98295.44243
144660.9797
200423.7263
90438.32568
132990.6325
129825.6299
36764.87311
142430.5116
211856.4573
119348.8385
128330.6967
219128.6112
157356.1555
375945.308
45154.88695
124272.0464
344723.3913
62459.47501
64910.49841
239849.2609
147834.6978
51689.82533
84972.38586
112959.8522
158223.5501
129464.0126
67529.49068
61838.43806
160951.8745
318845.352
194093.0615
323351.5613
237336.8574
217564.8887
100588.452
248392.356
191046.4708
64563.85108
116085.1488
70021.49189
76335.0975
110808.5191
261930.6491
48207.68407
97245.18514
225367.5116
58174.45458
147117.7658
236642.9478
94637.46297
135683.4232
173358.3133
294183.1237
394465.028
57069.01579
131413.423
91763.9173
96458.24293
161538.8238
235022.179
167168.2371
106362.5532
99506.10907
105226.8487
118516.4888
284848.1409
103323.9467
334122.2902
92364.22918
106058.49
251076.0493
39712.87236
146234.8338
191030.8316
85430.55174
224892.0564
86971.10444
148525.6873
72994.76999
265165.228
108845.9559
93541.61432
54901.58073
116068.1646
157707.8916
164520.5753
65872.74491
58922.63615
115904.471
160243.9277
76717.83165
83316.23755
72374.97764
165570.0988
172769.5645
106051.3575
200691.8403
104313.8535
160585.4698
128651.8161
100670.4359
172890.2284
142517.5225
65330.64538
117187.492
260102.9819
113735.7052
57091.5758
86562.52228
358077.4721
170353.4231
142961.7888
153448.3499
133763.4914
261619.8509
72754.48704
82058.94817
115895.8214
162190.1443
152584.6016
274971.9012
302030.8818
132778.9547
156441.6979
130682.547
327936.8525
206304.6917
89556.95399
354347.4193
68035.55915
134683.6563
89086.91519
78048.79684
123758.9996
164336.9558
59155.25476
88420.09146
221296.0991
80762.87845
88603.87285
183609.5144
81674.4025
67304.1936
81650.95521
290689.1689
66569.02191
162466.7479
103001.908
86099.92861
115940.5273
84168.6622
181963.2898
116293.2285
183328.2774
90169.02882
235983.1108
242330.3491
292700.8272
418803.5079
75034.702
144620.941
66175.46843
174866.885
133985.7882
264860.0151
117474.3701
179795.2033
147420.6462
284559.6476
121517.2753
84916.90348
188783.171
139636.8894
184113.0843
77009.5405
102642.5144
74694.04401
303495.4891
85288.73935
73678.47732
91203.51387
74651.03582
184320.6711
181093.7833
167519.9157
172668.4341
85012.94525
225802.2685
184481.0426
312859.8822
96495.03367
76690.23534
111685.7014
74447.48133
91463.21058
80323.56783
243828.7534
118635.3439
154102.2771
422527.6154
459948.9708
121577.1045
107506.5036
159890.8694
60549.06525
164872.1101
64522.62477
147522.8587
124872.3275
251132.8695
150453.0918
186054.2925
100089.894
169214.4931
108489.7683
108767.3964
145405.1127
71154.28066
84451.01391
122291.8487
185177.0686
144433.2167
119964.2361
80164.07124
73415.51574
253571.1323
247277.3454
111366.0806
171803.9812
352933.7199
92340.73192
109561.1924
129328.3787
64910.08566
163105.4762
123491.6516
135771.3935
100683.8047
137140.0635
105889.9667
235343.8098
181884.0837
133715.946
226420.9896
116824.6188
228976.5124
199255.2788
91023.14908
102316.5796
100547.5557
331383.4567
121257.6558
48198.61968
198973.8032
296612.9847
165790.2516
182006.1042
60125.72137
73847.44201
342045.3175
276680.0548
283125.0101
103335.6494
205125.9627
102413.1155
146226.4595
59406.1519
82397.95731
283627.0103
190184.6239
74935.14537
69590.90718
177746.1962
281420.6379
77040.04326
53699.95605
151492.5539
91578.51386
53792.96257
92333.55112
100678.9513
132988.7542
146055.7629
80548.42307
239826.8148
407856.114
155676.3525
112681.829
119457.3164
98082.0818
119633.8694
210841.6158
82585.02028
275404.1144
332175.2623
361364.3583
322372.361
49679.684
84689.04081
142932.3227
51031.44877
120152.0386
134207.0306
139639.8502
121179.2788
75619.4993
129212.63
74598.93458
88104.21189
130462.6419
93800.73345
101695.499
76484.22083
122947.0803
354960.8555
63133.02902
245974.3112
128245.7959
109925.6722
117964.811
97877.58138
105406.045
79559.08217
323642.9562
261908.0042
65971.21507
86206.028
98135.94434
177502.4196
99334.12417
72989.34179
159335.8645
93553.71334
73084.51463
294253.6881
95310.82212
59083.78776
168979.6474
149860.6748
136940.3618
170339.0118
75896.10662
158754.1994
96307.06862
99578.47865
72512.28351
344602.2293
103978.8245
100805.2053
68859.44959
95387.54098
80964.52754
162940.1006
101115.0844
247861.0283
76142.86879
135250.4029
274496.7464
93371.48196
82698.81068
56723.34733
251361.8446
228697.1252
64919.29035
151554.6318
83630.51027
353091.3059
111956.7177
150413.1049
108867.1443
61701.50714
148515.782
140003.4943
116696.0543
122999.2223
224871.5991
347389.4906
57818.04653
120855.0856
108859.0926
216159.4858
75448.36895
326559.673
64508.45382
81674.58403
119909.7454
254878.0829
171268.9389
260356.8775
108763.3799
187186.654
203228.6583
135530.5179
208137.2449
347574.2947
99120.85324
108496.6725
97206.29484
71349.25635
101647.3685
39222.33032
135528.6138
268051.7512
157894.2521
253211.5385
306022.1937
100057.1329
95598.71069
115943.1295
56402.38501
225264.5062
113782.0723
298906.1904
126189.292
100603.6003
99750.06357
225327.3608
66572.9916
65974.07445
49765.74358
190192.9439
98550.24864
318137.5537
57250.26071
223274.0815
65355.76776
152193.6228
104443.7475
382194.5606
50644.95104
59404.811
303640.4436
274985.4469
241465.3341
48992.28912
110973.5903
361912.7336
106909.8048
266430.5891
136011.5317
98242.74092
85283.91541
94594.09071
130792.3759
143799.5098
66297.9561
257397.0755
187599.2375
106171.0358
116137.5929
102146.9987
106111.4779
106141.7357
226327.4502
123903.2127
91790.23561
133970.0157
101190.3527
385944.5443
95383.32791
276902.9494
156009.6162
291086.021
88802.0019
149921.111
169177.499
158950.6515
62485.84911
85660.6141
145891.0983
202058.6201
81842.66211
100388.2252
57072.80932
76651.11475
200846.5941
67323.1006
144383.6291
117931.1082
80312.37786
176149.545
112976.5261
89851.01331
286068.7649
109950.9278
151315.5331
113604.9443
67518.01499
74508.50648
195904.3642
120803.4922
141709.5207
191472.5349
50261.46005
272137.4555
82647.38153
280605.507
448974.172
170866.3095
95319.4275
128217.6417
95287.25168
160611.6267
316753.4691
266304.345
84673.55038
243766.3785
112030.4036
116425.9321
153195.2084
131890.1403
79363.91528
322103.586
70248.61275
55618.92284
150211.7691
374922.9091
104066.4354
370490.773
291357.4674
139039.582
81827.52243
109056.0883
106428.1199
69906.8508
128708.515
142234.0185
51777.73256
257948.6937
362731.9236
122870.8592
84820.24207
96460.61049
133775.2766
296659.0373
414295.6228
108941.075
106931.726
207473.1371
66821.09278
282288.8493
44998.94734
173574.5508
105168.4272
87739.47898
213863.4716
97046.65079
148603.3185
164266.8815
103750.9637
86665.10756
189672.9284
68080.82858
200332.7501
108556.7106
160686.0749
81267.41071
142867.6648
199822.7234
76580.67329
152681.1913
120451.148
171198.2862
100613.0797
165649.4592
336668.7931
149957.1705
65545.3064
94480.96056
95786.3536
70608.92493
203835.1039
123564.5145
107687.6504
248372.5956
111168.1028
63211.19242
71911.53525
43437.36044
123380.8873
176585.9579
216583.2105
481970.8218
176239.0761
158584.5215
122676.1905
210175.5893
95319.84365
283811.7116
240957.6783
130651.5143
75730.91746
150310.3613
114979.9996
105035.8916
322643.4844
102297.0242
56735.56431
177641.0107
55571.22698
